***All slide window sequence number prediction probability***
Number	annotation	Promoter	Promoter probability
900	CRE18453 upstream (2000bp),site:899-1199	No	0.083919
901	CRE18453 upstream (2000bp),site:900-1200	No	0.0317935
902	CRE18453 upstream (2000bp),site:901-1201	No	0.0199863
903	CRE18453 upstream (2000bp),site:902-1202	No	0.0540742
904	CRE18453 upstream (2000bp),site:903-1203	No	0.0309425
905	CRE18453 upstream (2000bp),site:904-1204	No	0.00468593
906	CRE18453 upstream (2000bp),site:905-1205	No	0.00672402
907	CRE18453 upstream (2000bp),site:906-1206	No	0.00983264
908	CRE18453 upstream (2000bp),site:907-1207	No	0.00892032
909	CRE18453 upstream (2000bp),site:908-1208	No	0.00477387
910	CRE18453 upstream (2000bp),site:909-1209	No	0.0286666
911	CRE18453 upstream (2000bp),site:910-1210	No	0.053478
912	CRE18453 upstream (2000bp),site:911-1211	No	0.0815025
913	CRE18453 upstream (2000bp),site:912-1212	No	0.421938
914	CRE18453 upstream (2000bp),site:913-1213	No	0.0518053
915	CRE18453 upstream (2000bp),site:914-1214	No	0.00868896
916	CRE18453 upstream (2000bp),site:915-1215	No	0.0237232
917	CRE18453 upstream (2000bp),site:916-1216	No	0.022358
918	CRE18453 upstream (2000bp),site:917-1217	No	0.0237383
919	CRE18453 upstream (2000bp),site:918-1218	No	0.0298437
920	CRE18453 upstream (2000bp),site:919-1219	Yes	0.512851
921	CRE18453 upstream (2000bp),site:920-1220	Yes	0.90295
922	CRE18453 upstream (2000bp),site:921-1221	No	0.390435
923	CRE18453 upstream (2000bp),site:922-1222	No	0.0444827
924	CRE18453 upstream (2000bp),site:923-1223	No	0.0143176
925	CRE18453 upstream (2000bp),site:924-1224	No	0.00627086
926	CRE18453 upstream (2000bp),site:925-1225	No	0.0149767
927	CRE18453 upstream (2000bp),site:926-1226	No	0.0953575
928	CRE18453 upstream (2000bp),site:927-1227	No	0.036841
929	CRE18453 upstream (2000bp),site:928-1228	No	0.0315917
930	CRE18453 upstream (2000bp),site:929-1229	No	0.0407831
931	CRE18453 upstream (2000bp),site:930-1230	No	0.0442328
932	CRE18453 upstream (2000bp),site:931-1231	No	0.0417231
933	CRE18453 upstream (2000bp),site:932-1232	No	0.0200331
934	CRE18453 upstream (2000bp),site:933-1233	No	0.0094692
935	CRE18453 upstream (2000bp),site:934-1234	No	0.0285323
936	CRE18453 upstream (2000bp),site:935-1235	No	0.0240632
937	CRE18453 upstream (2000bp),site:936-1236	No	0.0204727
938	CRE18453 upstream (2000bp),site:937-1237	No	0.0421672
939	CRE18453 upstream (2000bp),site:938-1238	No	0.0927909
940	CRE18453 upstream (2000bp),site:939-1239	No	0.110208
941	CRE18453 upstream (2000bp),site:940-1240	No	0.0921831
942	CRE18453 upstream (2000bp),site:941-1241	No	0.0287504
943	CRE18453 upstream (2000bp),site:942-1242	No	0.00456692
944	CRE18453 upstream (2000bp),site:943-1243	No	0.00728688
945	CRE18453 upstream (2000bp),site:944-1244	No	0.00680487
946	CRE18453 upstream (2000bp),site:945-1245	No	0.0122119
947	CRE18453 upstream (2000bp),site:946-1246	No	0.0174072
948	CRE18453 upstream (2000bp),site:947-1247	No	0.0133351
949	CRE18453 upstream (2000bp),site:948-1248	No	0.160998
950	CRE18453 upstream (2000bp),site:949-1249	Yes	0.609107
951	CRE18453 upstream (2000bp),site:950-1250	Yes	0.931561
952	CRE18453 upstream (2000bp),site:951-1251	Yes	0.753786
953	CRE18453 upstream (2000bp),site:952-1252	No	0.0809312
954	CRE18453 upstream (2000bp),site:953-1253	No	0.0709132
955	CRE18453 upstream (2000bp),site:954-1254	No	0.123566
956	CRE18453 upstream (2000bp),site:955-1255	No	0.302386
957	CRE18453 upstream (2000bp),site:956-1256	No	0.200265
958	CRE18453 upstream (2000bp),site:957-1257	No	0.124235
959	CRE18453 upstream (2000bp),site:958-1258	Yes	0.727393
960	CRE18453 upstream (2000bp),site:959-1259	No	0.128332
961	CRE18453 upstream (2000bp),site:960-1260	No	0.0467083
962	CRE18453 upstream (2000bp),site:961-1261	No	0.00383888
963	CRE18453 upstream (2000bp),site:962-1262	No	0.0704336
964	CRE18453 upstream (2000bp),site:963-1263	No	0.0244766
965	CRE18453 upstream (2000bp),site:964-1264	No	0.0115231
966	CRE18453 upstream (2000bp),site:965-1265	No	0.107208
967	CRE18453 upstream (2000bp),site:966-1266	No	0.260223
968	CRE18453 upstream (2000bp),site:967-1267	Yes	0.518915
969	CRE18453 upstream (2000bp),site:968-1268	No	0.00806673
970	CRE18453 upstream (2000bp),site:969-1269	No	0.00521629
971	CRE18453 upstream (2000bp),site:970-1270	No	0.0155396
972	CRE18453 upstream (2000bp),site:971-1271	No	0.00585536
973	CRE18453 upstream (2000bp),site:972-1272	No	9.39088e-006
974	CRE18453 upstream (2000bp),site:973-1273	No	0.00800796
975	CRE18453 upstream (2000bp),site:974-1274	No	0.0296457
976	CRE18453 upstream (2000bp),site:975-1275	No	0.187846
977	CRE18453 upstream (2000bp),site:976-1276	No	0.196725
978	CRE18453 upstream (2000bp),site:977-1277	No	0.037151
979	CRE18453 upstream (2000bp),site:978-1278	No	0.103221
980	CRE18453 upstream (2000bp),site:979-1279	No	0.00824262
981	CRE18453 upstream (2000bp),site:980-1280	No	0.0289226
982	CRE18453 upstream (2000bp),site:981-1281	No	0.054555
983	CRE18453 upstream (2000bp),site:982-1282	No	0.0690197
984	CRE18453 upstream (2000bp),site:983-1283	No	0.0847515
985	CRE18453 upstream (2000bp),site:984-1284	No	0.0241356
986	CRE18453 upstream (2000bp),site:985-1285	No	0.0121125
987	CRE18453 upstream (2000bp),site:986-1286	No	0.0666671
988	CRE18453 upstream (2000bp),site:987-1287	No	0.00922782
989	CRE18453 upstream (2000bp),site:988-1288	No	0.0170388
990	CRE18453 upstream (2000bp),site:989-1289	No	0.0062322
991	CRE18453 upstream (2000bp),site:990-1290	No	0.0206842
992	CRE18453 upstream (2000bp),site:991-1291	No	0.105147
993	CRE18453 upstream (2000bp),site:992-1292	No	0.0564432
994	CRE18453 upstream (2000bp),site:993-1293	No	0.276015
995	CRE18453 upstream (2000bp),site:994-1294	No	0.0559055
996	CRE18453 upstream (2000bp),site:995-1295	No	0.0243463
997	CRE18453 upstream (2000bp),site:996-1296	No	0.137797
998	CRE18453 upstream (2000bp),site:997-1297	No	0.087878
999	CRE18453 upstream (2000bp),site:998-1298	No	0.436774
1000	CRE18453 upstream (2000bp),site:999-1299	No	0.0230689
1001	CRE18453 upstream (2000bp),site:1000-1300	No	0.0177599
1002	CRE18453 upstream (2000bp),site:1001-1301	No	0.00383991
1003	CRE18453 upstream (2000bp),site:1002-1302	No	0.0151025
1004	CRE18453 upstream (2000bp),site:1003-1303	No	0.00528438
1005	CRE18453 upstream (2000bp),site:1004-1304	No	0.304906
1006	CRE18453 upstream (2000bp),site:1005-1305	Yes	0.563472
1007	CRE18453 upstream (2000bp),site:1006-1306	No	0.431146
1008	CRE18453 upstream (2000bp),site:1007-1307	Yes	0.767363
1009	CRE18453 upstream (2000bp),site:1008-1308	No	0.0232658
1010	CRE18453 upstream (2000bp),site:1009-1309	No	0.00962644
1011	CRE18453 upstream (2000bp),site:1010-1310	No	0.0181564
1012	CRE18453 upstream (2000bp),site:1011-1311	No	0.0300381
1013	CRE18453 upstream (2000bp),site:1012-1312	No	0.00710623
1014	CRE18453 upstream (2000bp),site:1013-1313	No	0.00882012
1015	CRE18453 upstream (2000bp),site:1014-1314	No	0.00820355
1016	CRE18453 upstream (2000bp),site:1015-1315	No	0.0914799
1017	CRE18453 upstream (2000bp),site:1016-1316	No	0.112544
1018	CRE18453 upstream (2000bp),site:1017-1317	Yes	0.507312
1019	CRE18453 upstream (2000bp),site:1018-1318	Yes	0.570322
1020	CRE18453 upstream (2000bp),site:1019-1319	No	0.41578
1021	CRE18453 upstream (2000bp),site:1020-1320	No	0.00522795
1022	CRE18453 upstream (2000bp),site:1021-1321	No	9.47985e-006
1023	CRE18453 upstream (2000bp),site:1022-1322	No	0.00454602
1024	CRE18453 upstream (2000bp),site:1023-1323	No	0.0672862
1025	CRE18453 upstream (2000bp),site:1024-1324	No	0.0881488
1026	CRE18453 upstream (2000bp),site:1025-1325	No	0.118846
1027	CRE18453 upstream (2000bp),site:1026-1326	No	0.0598473
1028	CRE18453 upstream (2000bp),site:1027-1327	No	0.17512
1029	CRE18453 upstream (2000bp),site:1028-1328	No	0.159912
1030	CRE18453 upstream (2000bp),site:1029-1329	No	0.0746354
1031	CRE18453 upstream (2000bp),site:1030-1330	No	0.0356652
1032	CRE18453 upstream (2000bp),site:1031-1331	No	0.112422
1033	CRE18453 upstream (2000bp),site:1032-1332	No	0.275847
1034	CRE18453 upstream (2000bp),site:1033-1333	No	0.268225
1035	CRE18453 upstream (2000bp),site:1034-1334	No	0.0334514
1036	CRE18453 upstream (2000bp),site:1035-1335	No	0.00775521
1037	CRE18453 upstream (2000bp),site:1036-1336	No	0.110522
1038	CRE18453 upstream (2000bp),site:1037-1337	No	0.395141
1039	CRE18453 upstream (2000bp),site:1038-1338	No	0.0399249
1040	CRE18453 upstream (2000bp),site:1039-1339	No	0.198407
1041	CRE18453 upstream (2000bp),site:1040-1340	No	0.254548
1042	CRE18453 upstream (2000bp),site:1041-1341	No	0.0571609
1043	CRE18453 upstream (2000bp),site:1042-1342	Yes	0.548067
1044	CRE18453 upstream (2000bp),site:1043-1343	Yes	0.513425
1045	CRE18453 upstream (2000bp),site:1044-1344	Yes	0.838635
1046	CRE18453 upstream (2000bp),site:1045-1345	Yes	0.638543
1047	CRE18453 upstream (2000bp),site:1046-1346	No	0.21722
1048	CRE18453 upstream (2000bp),site:1047-1347	No	0.458286
1049	CRE18453 upstream (2000bp),site:1048-1348	No	0.0145211
1050	CRE18453 upstream (2000bp),site:1049-1349	No	0.046555
1051	CRE18453 upstream (2000bp),site:1050-1350	Yes	0.731943
1052	CRE18453 upstream (2000bp),site:1051-1351	Yes	0.725802
1053	CRE18453 upstream (2000bp),site:1052-1352	Yes	0.526971
1054	CRE18453 upstream (2000bp),site:1053-1353	No	0.185283
1055	CRE18453 upstream (2000bp),site:1054-1354	No	0.207741
1056	CRE18453 upstream (2000bp),site:1055-1355	No	0.0177862
1057	CRE18453 upstream (2000bp),site:1056-1356	No	0.0483943
1058	CRE18453 upstream (2000bp),site:1057-1357	No	0.170468
1059	CRE18453 upstream (2000bp),site:1058-1358	No	0.0205261
1060	CRE18453 upstream (2000bp),site:1059-1359	No	0.00574837
1061	CRE18453 upstream (2000bp),site:1060-1360	No	0.0839962
1062	CRE18453 upstream (2000bp),site:1061-1361	No	0.0511294
1063	CRE18453 upstream (2000bp),site:1062-1362	No	0.0972188
1064	CRE18453 upstream (2000bp),site:1063-1363	No	0.0645016
1065	CRE18453 upstream (2000bp),site:1064-1364	No	0.101297
1066	CRE18453 upstream (2000bp),site:1065-1365	No	0.267756
1067	CRE18453 upstream (2000bp),site:1066-1366	No	0.208924
1068	CRE18453 upstream (2000bp),site:1067-1367	No	0.101073
1069	CRE18453 upstream (2000bp),site:1068-1368	No	0.391876
1070	CRE18453 upstream (2000bp),site:1069-1369	No	0.178765
1071	CRE18453 upstream (2000bp),site:1070-1370	No	0.0348686
1072	CRE18453 upstream (2000bp),site:1071-1371	No	0.0590993
1073	CRE18453 upstream (2000bp),site:1072-1372	No	0.115584
1074	CRE18453 upstream (2000bp),site:1073-1373	No	0.161119
1075	CRE18453 upstream (2000bp),site:1074-1374	No	0.0490615
1076	CRE18453 upstream (2000bp),site:1075-1375	No	0.07859
1077	CRE18453 upstream (2000bp),site:1076-1376	No	0.468578
1078	CRE18453 upstream (2000bp),site:1077-1377	No	0.159575
1079	CRE18453 upstream (2000bp),site:1078-1378	No	0.0308256
1080	CRE18453 upstream (2000bp),site:1079-1379	No	0.0169846
1081	CRE18453 upstream (2000bp),site:1080-1380	No	0.165063
1082	CRE18453 upstream (2000bp),site:1081-1381	No	0.0157206
1083	CRE18453 upstream (2000bp),site:1082-1382	No	0.0212011
1084	CRE18453 upstream (2000bp),site:1083-1383	No	0.106079
1085	CRE18453 upstream (2000bp),site:1084-1384	No	0.0112609
1086	CRE18453 upstream (2000bp),site:1085-1385	No	0.176204
1087	CRE18453 upstream (2000bp),site:1086-1386	No	0.0761324
1088	CRE18453 upstream (2000bp),site:1087-1387	No	0.281781
1089	CRE18453 upstream (2000bp),site:1088-1388	No	0.268295
1090	CRE18453 upstream (2000bp),site:1089-1389	No	0.124855
1091	CRE18453 upstream (2000bp),site:1090-1390	No	0.0292611
1092	CRE18453 upstream (2000bp),site:1091-1391	No	0.124567
1093	CRE18453 upstream (2000bp),site:1092-1392	No	0.483662
1094	CRE18453 upstream (2000bp),site:1093-1393	No	0.452585
1095	CRE18453 upstream (2000bp),site:1094-1394	No	0.348878
1096	CRE18453 upstream (2000bp),site:1095-1395	No	0.166938
1097	CRE18453 upstream (2000bp),site:1096-1396	No	0.100222
1098	CRE18453 upstream (2000bp),site:1097-1397	No	0.0516278
1099	CRE18453 upstream (2000bp),site:1098-1398	No	0.246507
1100	CRE18453 upstream (2000bp),site:1099-1399	No	0.0141848
1101	CRE18453 upstream (2000bp),site:1100-1400	No	0.0118231
1102	CRE18453 upstream (2000bp),site:1101-1401	No	0.094063
1103	CRE18453 upstream (2000bp),site:1102-1402	No	0.107234
1104	CRE18453 upstream (2000bp),site:1103-1403	No	0.00661139
1105	CRE18453 upstream (2000bp),site:1104-1404	No	0.0188796
1106	CRE18453 upstream (2000bp),site:1105-1405	No	0.0166091
1107	CRE18453 upstream (2000bp),site:1106-1406	No	0.076199
1108	CRE18453 upstream (2000bp),site:1107-1407	No	0.0169257
1109	CRE18453 upstream (2000bp),site:1108-1408	No	0.0389231
1110	CRE18453 upstream (2000bp),site:1109-1409	No	0.0388851
1111	CRE18453 upstream (2000bp),site:1110-1410	No	0.217465
1112	CRE18453 upstream (2000bp),site:1111-1411	No	0.115195
1113	CRE18453 upstream (2000bp),site:1112-1412	No	0.0232748
1114	CRE18453 upstream (2000bp),site:1113-1413	No	0.0165274
1115	CRE18453 upstream (2000bp),site:1114-1414	Yes	0.55256
1116	CRE18453 upstream (2000bp),site:1115-1415	No	0.176194
1117	CRE18453 upstream (2000bp),site:1116-1416	No	0.0560916
1118	CRE18453 upstream (2000bp),site:1117-1417	No	0.134355
1119	CRE18453 upstream (2000bp),site:1118-1418	No	0.013947
1120	CRE18453 upstream (2000bp),site:1119-1419	No	0.0110137
1121	CRE18453 upstream (2000bp),site:1120-1420	No	0.0911831
1122	CRE18453 upstream (2000bp),site:1121-1421	No	0.238631
1123	CRE18453 upstream (2000bp),site:1122-1422	No	0.0378184
1124	CRE18453 upstream (2000bp),site:1123-1423	No	0.0816202
1125	CRE18453 upstream (2000bp),site:1124-1424	No	0.0439715
1126	CRE18453 upstream (2000bp),site:1125-1425	No	0.102885
1127	CRE18453 upstream (2000bp),site:1126-1426	No	0.304556
1128	CRE18453 upstream (2000bp),site:1127-1427	No	0.0719685
1129	CRE18453 upstream (2000bp),site:1128-1428	Yes	0.644283
1130	CRE18453 upstream (2000bp),site:1129-1429	No	0.25518
1131	CRE18453 upstream (2000bp),site:1130-1430	No	0.130128
1132	CRE18453 upstream (2000bp),site:1131-1431	No	0.0105879
1133	CRE18453 upstream (2000bp),site:1132-1432	No	0.0277094
1134	CRE18453 upstream (2000bp),site:1133-1433	No	0.209286
1135	CRE18453 upstream (2000bp),site:1134-1434	No	1.87566e-005
1136	CRE18453 upstream (2000bp),site:1135-1435	No	0.0144888
1137	CRE18453 upstream (2000bp),site:1136-1436	No	0.0537779
1138	CRE18453 upstream (2000bp),site:1137-1437	No	0.401029
1139	CRE18453 upstream (2000bp),site:1138-1438	No	0.277328
1140	CRE18453 upstream (2000bp),site:1139-1439	No	0.00984195
1141	CRE18453 upstream (2000bp),site:1140-1440	No	0.00712979
1142	CRE18453 upstream (2000bp),site:1141-1441	No	0.0157372
1143	CRE18453 upstream (2000bp),site:1142-1442	No	0.00467128
1144	CRE18453 upstream (2000bp),site:1143-1443	No	0.00679216
1145	CRE18453 upstream (2000bp),site:1144-1444	No	0.0712915
1146	CRE18453 upstream (2000bp),site:1145-1445	No	0.0916995
1147	CRE18453 upstream (2000bp),site:1146-1446	No	0.234588
1148	CRE18453 upstream (2000bp),site:1147-1447	No	0.119779
1149	CRE18453 upstream (2000bp),site:1148-1448	No	0.128977
1150	CRE18453 upstream (2000bp),site:1149-1449	No	0.00461069
1151	CRE18453 upstream (2000bp),site:1150-1450	No	0.0143625
1152	CRE18453 upstream (2000bp),site:1151-1451	No	0.0234741
1153	CRE18453 upstream (2000bp),site:1152-1452	No	0.077241
1154	CRE18453 upstream (2000bp),site:1153-1453	No	0.0192994
1155	CRE18453 upstream (2000bp),site:1154-1454	No	0.114855
1156	CRE18453 upstream (2000bp),site:1155-1455	No	0.0427859
1157	CRE18453 upstream (2000bp),site:1156-1456	No	0.0543299
1158	CRE18453 upstream (2000bp),site:1157-1457	No	0.262145
1159	CRE18453 upstream (2000bp),site:1158-1458	Yes	0.983085
1160	CRE18453 upstream (2000bp),site:1159-1459	Yes	0.989538
1161	CRE18453 upstream (2000bp),site:1160-1460	Yes	0.631284
1162	CRE18453 upstream (2000bp),site:1161-1461	No	0.0130572
1163	CRE18453 upstream (2000bp),site:1162-1462	No	0.0037547
1164	CRE18453 upstream (2000bp),site:1163-1463	No	0.00757609
1165	CRE18453 upstream (2000bp),site:1164-1464	No	0.0356337
1166	CRE18453 upstream (2000bp),site:1165-1465	No	0.111008
1167	CRE18453 upstream (2000bp),site:1166-1466	No	0.279069
1168	CRE18453 upstream (2000bp),site:1167-1467	No	0.0436515
1169	CRE18453 upstream (2000bp),site:1168-1468	No	0.140424
1170	CRE18453 upstream (2000bp),site:1169-1469	No	0.131298
1171	CRE18453 upstream (2000bp),site:1170-1470	No	0.0621822
1172	CRE18453 upstream (2000bp),site:1171-1471	No	6.30212e-006
1173	CRE18453 upstream (2000bp),site:1172-1472	No	0.048397
1174	CRE18453 upstream (2000bp),site:1173-1473	No	0.00737342
1175	CRE18453 upstream (2000bp),site:1174-1474	No	0.0710986
1176	CRE18453 upstream (2000bp),site:1175-1475	No	0.00741275
1177	CRE18453 upstream (2000bp),site:1176-1476	No	0.00468719
1178	CRE18453 upstream (2000bp),site:1177-1477	No	0.00916941
1179	CRE18453 upstream (2000bp),site:1178-1478	No	0.00685687
1180	CRE18453 upstream (2000bp),site:1179-1479	No	0.0574927
1181	CRE18453 upstream (2000bp),site:1180-1480	No	0.0272276
1182	CRE18453 upstream (2000bp),site:1181-1481	No	0.0448127
1183	CRE18453 upstream (2000bp),site:1182-1482	No	0.188095
1184	CRE18453 upstream (2000bp),site:1183-1483	No	0.0671164
1185	CRE18453 upstream (2000bp),site:1184-1484	No	0.0520676
1186	CRE18453 upstream (2000bp),site:1185-1485	No	0.0537969
1187	CRE18453 upstream (2000bp),site:1186-1486	No	0.0426612
1188	CRE18453 upstream (2000bp),site:1187-1487	No	0.00572015
1189	CRE18453 upstream (2000bp),site:1188-1488	No	0.0294851
1190	CRE18453 upstream (2000bp),site:1189-1489	No	0.0901573
1191	CRE18453 upstream (2000bp),site:1190-1490	No	0.0226976
1192	CRE18453 upstream (2000bp),site:1191-1491	No	0.0521703
1193	CRE18453 upstream (2000bp),site:1192-1492	No	0.0744
1194	CRE18453 upstream (2000bp),site:1193-1493	No	0.0423227
1195	CRE18453 upstream (2000bp),site:1194-1494	No	0.0856581
1196	CRE18453 upstream (2000bp),site:1195-1495	No	0.059001
1197	CRE18453 upstream (2000bp),site:1196-1496	No	0.0388561
1198	CRE18453 upstream (2000bp),site:1197-1497	No	0.0430913
1199	CRE18453 upstream (2000bp),site:1198-1498	No	0.00417171
1200	CRE18453 upstream (2000bp),site:1199-1499	No	0.00614607
1201	CRE18453 upstream (2000bp),site:1200-1500	No	0.0222562
1202	CRE18453 upstream (2000bp),site:1201-1501	No	0.113869
1203	CRE18453 upstream (2000bp),site:1202-1502	No	0.0362881
1204	CRE18453 upstream (2000bp),site:1203-1503	Yes	0.633434
1205	CRE18453 upstream (2000bp),site:1204-1504	Yes	0.971386
1206	CRE18453 upstream (2000bp),site:1205-1505	Yes	0.865681
1207	CRE18453 upstream (2000bp),site:1206-1506	No	0.051683
1208	CRE18453 upstream (2000bp),site:1207-1507	No	0.117058
1209	CRE18453 upstream (2000bp),site:1208-1508	No	0.0224343
1210	CRE18453 upstream (2000bp),site:1209-1509	No	0.0347584
1211	CRE18453 upstream (2000bp),site:1210-1510	No	0.0064124
1212	CRE18453 upstream (2000bp),site:1211-1511	No	0.0564132
1213	CRE18453 upstream (2000bp),site:1212-1512	No	0.014603
1214	CRE18453 upstream (2000bp),site:1213-1513	No	0.359756
1215	CRE18453 upstream (2000bp),site:1214-1514	Yes	0.980126
1216	CRE18453 upstream (2000bp),site:1215-1515	Yes	0.93248
1217	CRE18453 upstream (2000bp),site:1216-1516	Yes	0.51244
1218	CRE18453 upstream (2000bp),site:1217-1517	No	0.00858474
1219	CRE18453 upstream (2000bp),site:1218-1518	No	0.0312059
1220	CRE18453 upstream (2000bp),site:1219-1519	No	0.00892076
1221	CRE18453 upstream (2000bp),site:1220-1520	No	0.172974
1222	CRE18453 upstream (2000bp),site:1221-1521	Yes	0.867928
1223	CRE18453 upstream (2000bp),site:1222-1522	Yes	0.723573
1224	CRE18453 upstream (2000bp),site:1223-1523	Yes	0.760284
1225	CRE18453 upstream (2000bp),site:1224-1524	No	0.0359504
1226	CRE18453 upstream (2000bp),site:1225-1525	No	0.0245855
1227	CRE18453 upstream (2000bp),site:1226-1526	No	0.00904107
1228	CRE18453 upstream (2000bp),site:1227-1527	No	0.062193
1229	CRE18453 upstream (2000bp),site:1228-1528	No	0.0344362
1230	CRE18453 upstream (2000bp),site:1229-1529	No	0.0204974
1231	CRE18453 upstream (2000bp),site:1230-1530	No	0.00604956
1232	CRE18453 upstream (2000bp),site:1231-1531	No	0.00326077
1233	CRE18453 upstream (2000bp),site:1232-1532	No	8.60421e-006
1234	CRE18453 upstream (2000bp),site:1233-1533	No	0.00290965
1235	CRE18453 upstream (2000bp),site:1234-1534	No	0.00396135
1236	CRE18453 upstream (2000bp),site:1235-1535	No	0.0188626
1237	CRE18453 upstream (2000bp),site:1236-1536	No	0.0183593
1238	CRE18453 upstream (2000bp),site:1237-1537	No	0.0227608
1239	CRE18453 upstream (2000bp),site:1238-1538	No	0.0581391
1240	CRE18453 upstream (2000bp),site:1239-1539	No	0.0210386
1241	CRE18453 upstream (2000bp),site:1240-1540	No	0.00552159
1242	CRE18453 upstream (2000bp),site:1241-1541	No	3.56867e-006
1243	CRE18453 upstream (2000bp),site:1242-1542	No	0.106567
1244	CRE18453 upstream (2000bp),site:1243-1543	No	0.0135239
1245	CRE18453 upstream (2000bp),site:1244-1544	No	0.0760969
1246	CRE18453 upstream (2000bp),site:1245-1545	No	0.00503634
1247	CRE18453 upstream (2000bp),site:1246-1546	No	0.0149593
1248	CRE18453 upstream (2000bp),site:1247-1547	No	0.0129767
1249	CRE18453 upstream (2000bp),site:1248-1548	No	0.0445398
1250	CRE18453 upstream (2000bp),site:1249-1549	No	0.0273751
1251	CRE18453 upstream (2000bp),site:1250-1550	No	1.31856e-005
1252	CRE18453 upstream (2000bp),site:1251-1551	No	1.73669e-005
1253	CRE18453 upstream (2000bp),site:1252-1552	No	0.00594627
1254	CRE18453 upstream (2000bp),site:1253-1553	No	0.0214074
1255	CRE18453 upstream (2000bp),site:1254-1554	No	0.0151185
1256	CRE18453 upstream (2000bp),site:1255-1555	No	0.00496992
1257	CRE18453 upstream (2000bp),site:1256-1556	No	0.00527143
1258	CRE18453 upstream (2000bp),site:1257-1557	No	1.1263e-005
1259	CRE18453 upstream (2000bp),site:1258-1558	No	0.00657279
1260	CRE18453 upstream (2000bp),site:1259-1559	No	0.00258111
1261	CRE18453 upstream (2000bp),site:1260-1560	No	9.65454e-006
1262	CRE18453 upstream (2000bp),site:1261-1561	No	1.68243e-005
1263	CRE18453 upstream (2000bp),site:1262-1562	No	0.00724325
1264	CRE18453 upstream (2000bp),site:1263-1563	No	0.00766868
1265	CRE18453 upstream (2000bp),site:1264-1564	No	1.30813e-005
1266	CRE18453 upstream (2000bp),site:1265-1565	No	0.0503924
1267	CRE18453 upstream (2000bp),site:1266-1566	No	0.194616
1268	CRE18453 upstream (2000bp),site:1267-1567	No	0.054214
1269	CRE18453 upstream (2000bp),site:1268-1568	No	0.00446653
1270	CRE18453 upstream (2000bp),site:1269-1569	No	1.11996e-005
1271	CRE18453 upstream (2000bp),site:1270-1570	No	0.0866496
1272	CRE18453 upstream (2000bp),site:1271-1571	No	0.0245279
1273	CRE18453 upstream (2000bp),site:1272-1572	No	0.0196509
1274	CRE18453 upstream (2000bp),site:1273-1573	No	0.289546
1275	CRE18453 upstream (2000bp),site:1274-1574	No	0.0275142
1276	CRE18453 upstream (2000bp),site:1275-1575	No	0.00587032
1277	CRE18453 upstream (2000bp),site:1276-1576	No	0.0980549
1278	CRE18453 upstream (2000bp),site:1277-1577	No	0.0420275
1279	CRE18453 upstream (2000bp),site:1278-1578	No	0.0301655
1280	CRE18453 upstream (2000bp),site:1279-1579	No	0.0119744
1281	CRE18453 upstream (2000bp),site:1280-1580	No	0.0580425
1282	CRE18453 upstream (2000bp),site:1281-1581	No	0.154636
1283	CRE18453 upstream (2000bp),site:1282-1582	No	0.0140246
1284	CRE18453 upstream (2000bp),site:1283-1583	No	0.0118057
1285	CRE18453 upstream (2000bp),site:1284-1584	No	5.02062e-006
1286	CRE18453 upstream (2000bp),site:1285-1585	No	0.01109
1287	CRE18453 upstream (2000bp),site:1286-1586	No	0.0140394
1288	CRE18453 upstream (2000bp),site:1287-1587	No	0.00604528
1289	CRE18453 upstream (2000bp),site:1288-1588	No	0.010309
1290	CRE18453 upstream (2000bp),site:1289-1589	No	0.108136
1291	CRE18453 upstream (2000bp),site:1290-1590	No	0.098994
1292	CRE18453 upstream (2000bp),site:1291-1591	No	0.387979
1293	CRE18453 upstream (2000bp),site:1292-1592	No	0.228708
1294	CRE18453 upstream (2000bp),site:1293-1593	No	0.0297744
1295	CRE18453 upstream (2000bp),site:1294-1594	No	0.0242834
1296	CRE18453 upstream (2000bp),site:1295-1595	No	0.079329
1297	CRE18453 upstream (2000bp),site:1296-1596	No	0.107684
1298	CRE18453 upstream (2000bp),site:1297-1597	No	0.0702966
1299	CRE18453 upstream (2000bp),site:1298-1598	No	0.0305769
1300	CRE18453 upstream (2000bp),site:1299-1599	No	0.00908796
1301	CRE18453 upstream (2000bp),site:1300-1600	No	0.164206
1302	CRE18453 upstream (2000bp),site:1301-1601	No	0.22199
1303	CRE18453 upstream (2000bp),site:1302-1602	Yes	0.898069
1304	CRE18453 upstream (2000bp),site:1303-1603	No	0.0553416
1305	CRE18453 upstream (2000bp),site:1304-1604	No	0.0158535
1306	CRE18453 upstream (2000bp),site:1305-1605	No	0.0116754
1307	CRE18453 upstream (2000bp),site:1306-1606	No	0.0545535
1308	CRE18453 upstream (2000bp),site:1307-1607	No	0.0207908
1309	CRE18453 upstream (2000bp),site:1308-1608	No	0.0521325
1310	CRE18453 upstream (2000bp),site:1309-1609	No	0.0427093
1311	CRE18453 upstream (2000bp),site:1310-1610	No	0.046705
1312	CRE18453 upstream (2000bp),site:1311-1611	No	0.0131702
1313	CRE18453 upstream (2000bp),site:1312-1612	No	0.0392766
1314	CRE18453 upstream (2000bp),site:1313-1613	No	0.317299
1315	CRE18453 upstream (2000bp),site:1314-1614	No	0.454658
1316	CRE18453 upstream (2000bp),site:1315-1615	No	0.0144875
1317	CRE18453 upstream (2000bp),site:1316-1616	No	0.049536
